symbol,lastClose,marketCap,companyName,exchange,c,o,vwap
TBBK,63.08,2946450868.2434893,BANCORP INC/THE,NASDAQ,63.08,62.48,63.08
MAG,22.31,3059416820.0,MAG SILVER CORP,AMEX,22.31,22.0,22.31
BHC,6.42,3359210278.0,BAUSCH HEALTH COS INC,NYSE,6.42,6.5,6.42
BATRA,49.31,2908851480.0251694,ATLANTA BRAVES HOLDINGS IN-A,NASDAQ,49.31,48.9,49.31
UVE,23.7,667028901.5713698,UNIVERSAL INSURANCE HOLDINGS,NYSE,23.7,24.23,23.7
FGSN,24.16,4145296293.670116,F&G ANNUITIES & LIFE INC - FG 7.3 01/15/65,NYSE,24.16,24.3044,24.16
DNP,9.69,3633890000.0,DNP SELECT INCOME FUND INC,NYSE,9.69,9.72,9.69
TWO.PRC,23.74,1082901203.0,TWO HARBORS INV CORP - TWO 9.55523 PERP,NYSE,23.74,23.87,23.74
CSWC,23.23,1273396160.3470182,CAPITAL SOUTHWEST CORP,NASDAQ,23.23,23.09,23.23
KNCRY,17.17,5495887507.0,KONECRANES OYJ-UNSPON ADR,OTC,17.17,17.17,17.17
OR,27.87,6866914559.0,OR ROYALTIES INC,NYSE,27.87,27.02,27.87
NRDS,10.59,789088534.3658106,NERDWALLET INC-CL A,NASDAQ,10.59,11.21,10.59
GAM.PRB,24.789,1517500000.0,GENERAL AMERICAN INVEST - GAM 5.95 PERP,NYSE,24.789,24.83,24.789
SBH,9.82,990781300.3019999,SALLY BEAUTY HOLDINGS INC,NYSE,9.82,9.88,9.82
KRO,6.47,744284979.4372163,KRONOS WORLDWIDE INC,NYSE,6.47,6.54,6.47
PAYS,7.85,425608739.95518565,PAYSIGN INC,NASDAQ,7.85,7.59,7.85
SDHI,10.09,324898004.99504954,SIDDHI ACQUISITION CORP-A,NASDAQ,10.09,10.09,10.09
CZR,30.03,6245282820.67312,CAESARS ENTERTAINMENT INC,NASDAQ,30.03,31.01,30.03
CVGW,26.68,475895751.26050425,CALAVO GROWERS INC,NASDAQ,26.68,27.17,26.68
LMND,38.18,2797302567.5001254,LEMONADE INC,NYSE,38.18,39.38,38.18
CMOPF,77.88,1050675473.9999999,COSMO PHARMACEUTICALS NV,OTC,77.88,77.88,77.88
SHO.PRH,20.76,1841434043.0,SUNSTONE HOTEL INVESTORS - SHO 6 1/8 PERP,NYSE,20.76,20.555,20.76
SGHC,11.48,5756432412.603903,SUPER GROUP SGHC LTD,NYSE,11.48,11.79,11.48
MRPRF,12.9,6293370778.0,MERLIN PROPERTIES SOCIMI SA,OTC,12.9,13.0288,12.9
XRX,5.1,641526653.4046693,XEROX HOLDINGS CORP,NASDAQ,5.1,5.08,5.1
PDS,50.65,955004342.0,PRECISION DRILLING CORP,NYSE,50.65,50.93,50.65
KMTS,14.91,765608435.7926267,KESTRA MEDICAL TECHNOLOGIES,NASDAQ,14.91,15.12,14.91
PK,11.2,2266779098.0,PARK HOTELS & RESORTS INC,NYSE,11.2,11.275,11.2
AQNB,25.737,6119607021.0,ALGONQUIN PWR & UTILITY - AQNCN 8.86372 07/01/2079,NYSE,25.737,25.7264,25.737
SNDA,25.56,482199879.99689436,SONIDA SENIOR LIVING INC,NYSE,25.56,25.64,25.56
IMKTA,66.57,1237555939.2921078,INGLES MARKETS INC-CLASS A,NASDAQ,66.57,67.03,66.57
RVLV,21.56,1536993145.4061496,REVOLVE GROUP INC,NYSE,21.56,21.69,21.56
FL,25.06,2387657470.548973,FOOT LOCKER INC,NYSE,25.06,25.24,25.06
AII,17.34,341025155.76,AMERICAN INTEGRITY INSURANCE,NYSE,17.34,17.05,17.34
ACCMF,15.518,842071079.0,AAC CLYDE SPACE AB,OTC,15.518,15.518,15.518
TYRA,10.26,545606164.7753906,TYRA BIOSCIENCES INC,NASDAQ,10.26,10.14,10.26
MAIN,62.97,5606178626.368954,MAIN STREET CAPITAL CORP,NYSE,62.97,62.1,62.97
WDI,14.86,771640000.0,WESTERN ASSET DIVERS INC,NYSE,14.86,14.88,14.86
FULC,7.83,422657972.764045,FULCRUM THERAPEUTICS INC,NASDAQ,7.83,7.92,7.83
BANR,68.68,2374956516.383698,BANNER CORPORATION,NASDAQ,68.68,68.6,68.68
WERN,29.37,1813653715.433956,WERNER ENTERPRISES INC,NASDAQ,29.37,29.68,29.37
WRBY,22.2,2695226783.8811345,WARBY PARKER INC-CLASS A,NYSE,22.2,22.18,22.2
SPMA,25.19,370010000.0,SOUND POINT MERIDIAN CAP - SPMC 8 11/30/29,NYSE,25.19,25.02,25.19
HHH,70.54,3554590344.3194604,HOWARD HUGHES HOLDINGS INC,NYSE,70.54,70.42,70.54
KLC,9.58,1130500590.9789474,KINDERCARE LEARNING COS INC,NYSE,9.58,9.49,9.58
EJTTF,7.2,3962707319.0,EASYJET PLC,OTC,7.2,7.2,7.2
DV,14.63,2377412891.7000003,DOUBLEVERIFY HOLDINGS INC,NYSE,14.63,15.22,14.63
RWTN,25.03,801367763.0,REDWOOD TRUST INC - RWT 9 1/8 03/01/29,NYSE,25.03,25.08,25.03
ETHE,24.92,3127620000.0,GRAYSCALE ETHEREUM TRUST ETF,NYSE,24.92,24.83,24.92
OTF,15.63,7269871755.39,BLUE OWL TECHNOLOGY FINANCE,NYSE,15.63,15.55,15.63
DFP,20.72,430680000.0,FLAHERTY & CRUMRINE DYNAMIC,NYSE,20.72,20.86,20.72
HPK,10.07,1269499030.278705,HIGHPEAK ENERGY INC,NASDAQ,10.07,10.21,10.07
SBR,66.41,963690000.0,SABINE ROYALTY TRUST,NYSE,66.41,66.0,66.41
SLG.PRI,22.49,4827703162.0,SL GREEN REALTY CORP - SLG 6 1/2 PERP,NYSE,22.49,22.61,22.49
BILI,21.455,8929068247.46624,BILIBILI INC-SPONSORED ADR,NASDAQ,21.455,21.7,21.455
ETD,29.81,758067107.4033641,ETHAN ALLEN INTERIORS INC,NYSE,29.81,30.02,29.81
VLXGF,5.25,697585360.0,VOLEX PLC,OTC,5.25,5.25,5.25
KRNTY,81.0,4555721015.0,KRONES AG-UNSPON ADR,OTC,81.0,81.0,81.0
ITGGF,8.218,6970936554.0,ITALGAS SPA,OTC,8.218,8.218,8.218
VOPKF,50.06,4590929582.0,VOPAK,OTC,50.06,50.06,50.06
IGGHY,14.64,3741988457.0,IG GROUP HOLDINGS-SPON ADR,OTC,14.64,14.64,14.64
TRST,34.82,662267652.6327108,TRUSTCO BANK CORP NY,NASDAQ,34.82,35.24,34.82
XVIPF,21.64,9424641736.0,XVIVO PERFUSION AB,OTC,21.64,22.3325,21.64
HOVVB,86.0,666410007.7047766,HOVNANIAN ENTERPRISES-CL B,OTC,86.0,86.0,86.0
MEC,16.18,331059481.089697,MAYVILLE ENGINEERING CO INC,NYSE,16.18,16.27,16.18
MRETF,6.36,643444600.0,MARTINREA INTERNATIONAL INC,OTC,6.36,6.35,6.36
GHRS,15.87,984386611.4635514,GH RESEARCH PLC,NASDAQ,15.87,15.96,15.87
SBRA,18.46,4370892734.0,SABRA HEALTH CARE REIT INC,NASDAQ,18.46,18.35,18.46
AMPH,21.66,1021032596.8500676,AMPHASTAR PHARMACEUTICALS IN,NASDAQ,21.66,22.0,21.66
GILT,7.53,429338268.0,GILAT SATELLITE NETWORKS LTD,NASDAQ,7.53,7.44,7.53
SNDX,9.59,825194992.7647657,SYNDAX PHARMACEUTICALS INC,NASDAQ,9.59,9.74,9.59
PPRQF,10.76,4834420000.0,CHOICE PROPERTIES REIT,OTC,10.76,10.76,10.76
NGL.PRC,22.5,565014631.5754716,NGL ENERGY PARTNERS LP - NGL 12.2377 PERP,NYSE,22.5,22.4038,22.5
ADRZF,69.99,6586060000.0,ANDRITZ AG,OTC,69.99,69.99,69.99
CNOBP,23.1,1247132585.8553934,CONNECTONE BANCORP INC - CNOB 5 1/4 PERP,NASDAQ,23.1,23.1,23.1
AVNS,11.93,551690696.1908646,AVANOS MEDICAL INC,NYSE,11.93,12.15,11.93
ATLCP,21.9503,842077144.7061316,ATLANTICUS HOLDINGS CORP - ATLC 7 5/8 PERP,NASDAQ,21.9503,22.0094,21.9503
INTR,6.85,3011785159.099424,INTER & CO INC - CL A,NASDAQ,6.85,6.89,6.85
NVST,20.2,3423637585.2316604,ENVISTA HOLDINGS CORP,NYSE,20.2,20.51,20.2
BPMUF,61.34,587501186.0,BASILEA PHARMACEUTICA-REG,OTC,61.34,61.34,61.34
SUN,53.53,8176330783.00569,SUNOCO LP,NYSE,53.53,52.58,53.53
PGNY,23.21,1989515593.972046,PROGYNY INC,NASDAQ,23.21,23.46,23.21
DX,12.75,1375990791.0,DYNEX CAPITAL INC,NYSE,12.75,12.8,12.75
TRTX,8.15,651636177.0,TPG RE FINANCE TRUST INC,NYSE,8.15,8.14,8.15
WU,8.35,2759886295.826543,WESTERN UNION CO,NYSE,8.35,8.51,8.35
PBKOF,15.84,580872191.0,POLLARD BANKNOTE LTD,OTC,15.84,15.84,15.84
ELAN,14.9,7400033053.091756,ELANCO ANIMAL HEALTH INC,NYSE,14.9,14.84,14.9
RXEEY,30.94,7882511050.0,REXEL SA - UNSPONSORED ADR,OTC,30.94,30.515,30.94
OXLCZ,24.0801,1876180000.0,OXFORD LANE CAPITAL CORP - OXLC 5 01/31/27,NASDAQ,24.0801,24.05,24.0801
JWLLF,25.74,1463587880.0,JAMIESON WELLNESS INC,OTC,25.74,25.83,25.74
KNSA,28.09,2049754528.3792746,KINIKSA PHARMACEUTICALS INTE,NASDAQ,28.09,28.74,28.09
RMNI,5.24,480953405.0775194,RIMINI STREET INC,NASDAQ,5.24,5.1,5.24
LFDJF,34.55,5608700000.0,FDJ UNITED,OTC,34.55,34.55,34.55
CWEN,31.87,6393471741.573964,CLEARWAY ENERGY INC-C,NYSE,31.87,32.0,31.87
GLUE,5.16,317390679.8326996,MONTE ROSA THERAPEUTICS INC,NASDAQ,5.16,5.21,5.16
CCNE,23.68,496790837.8794385,CNB FINANCIAL CORP/PA,NASDAQ,23.68,24.03,23.68
CET,48.14,1396440000.0,CENTRAL SECURITIES CORP,AMEX,48.14,48.05,48.14
PX,10.83,1214308108.394022,P10 INC-A,NYSE,10.83,10.94,10.83
OCS,18.06,984878170.4999999,OCULIS HOLDING AG,NASDAQ,18.06,18.23,18.06
GVA,93.74,4099985481.3416915,GRANITE CONSTRUCTION INC,NYSE,93.74,93.85,93.74
CIM,14.07,1144925554.0,CHIMERA INVESTMENT CORP,NYSE,14.07,14.11,14.07
CLKFF,19.2277,375944613.0,CLARKE INC,OTC,19.2277,17.5,19.2277
INN.PRE,18.1,713820295.0,SUMMIT HOTEL PROPERTIES - INN 6 1/4 PERP,NYSE,18.1,18.11,18.1
NMFC,10.78,1162638256.6108007,NEW MOUNTAIN FINANCE CORP,NASDAQ,10.78,10.74,10.78
DHCNI,16.038,916753352.0,DIVERSIFIED HEALTHCARE T - DHC 5 5/8 08/01/42,NASDAQ,16.038,16.14,16.038
OPCH,29.88,4892767895.169563,OPTION CARE HEALTH INC,NASDAQ,29.88,30.34,29.88
RMAX,8.27,329491810.5895611,RE/MAX HOLDINGS INC-CL A,NYSE,8.27,8.32,8.27
KNTNF,10.976,3617319451.0,K92 MINING,OTC,10.976,11.4,10.976
AVPT,17.83,3623648108.828571,AVEPOINT INC,NASDAQ,17.83,18.24,17.83
PRGO,27.53,3784750413.251192,PERRIGO CO PLC,NYSE,27.53,27.02,27.53
EIM,9.52,517510000.0,EATON VANCE MUNICIPAL BOND,AMEX,9.52,9.53,9.52
AEVA,26.1,1436090964.4026017,AEVA TECHNOLOGIES INC,NASDAQ,26.1,28.31,26.1
BVN,16.88,4113351233.5402603,CIA DE MINAS BUENAVENTUR-ADR,NYSE,16.88,16.65,16.88
CTRE,30.73,5873350701.0,CARETRUST REIT INC,NYSE,30.73,30.7,30.73
CRD.B,10.39,515565164.31705076,CRAWFORD & CO  -CL B,NYSE,10.39,10.36,10.39
BKH,56.93,4127958684.8454185,BLACK HILLS CORP,NYSE,56.93,57.18,56.93
STOK,11.86,647519560.051495,STOKE THERAPEUTICS INC,NASDAQ,11.86,11.92,11.86
MHCUF,18.75,468070494.29960006,FLAGSHIP COMMUNITIES REIT UT,OTC,18.75,18.89,18.75
IRMTF,23.99,603854803.0,INFORMATION SERVICES CORP,OTC,23.99,23.99,23.99
SION,20.43,901461381.752149,SIONNA THERAPEUTICS INC,NASDAQ,20.43,20.87,20.43
RUSMF,32.23,2513703848.0,RUSSEL METALS INC,OTC,32.23,31.95,32.23
NXJ,11.35,470880000.0,NUVEEN NJ QLTY MUNI INC,NYSE,11.35,11.37,11.35
CCOI,49.4,2437262986.6864605,COGENT COMMUNICATIONS HOLDIN,NASDAQ,49.4,50.22,49.4
MNRO,16.12,483138736.57425743,MONRO INC,NASDAQ,16.12,16.0,16.12
ASTH,24.9,1243229871.5423663,ASTRANA HEALTH INC,NASDAQ,24.9,25.5,24.9
SRRTF,10.46,830840000.0,SLATE GROCERY REIT-CL U,OTC,10.46,10.28,10.46
LASR,18.28,903753537.2924072,NLIGHT INC,NASDAQ,18.28,18.33,18.28
TREE,38.6,522458077.29862475,LENDINGTREE INC,NASDAQ,38.6,40.31,38.6
DCI,70.56,8221647510.427254,DONALDSON CO INC,NYSE,70.56,70.84,70.56
SLOIF,56.4,1731478856.0,S.O.I.T.E.C.,OTC,56.4,56.4,56.4
ACP,5.95,747810000.0,ABRDN INCOME CREDIT STRAT,NYSE,5.95,5.97,5.95
ROYMY,8.37,3470350000.0,INTERNATIONAL DISTRIB-ADR,OTC,8.37,7.25,8.37
BOSSY,9.8,2948370725.0,HUGO BOSS AG-SPN ADR,OTC,9.8,9.8,9.8
GBX,53.71,1658762033.6566896,GREENBRIER COMPANIES INC,NYSE,53.71,54.81,53.71
MLSPF,7.473,6783994518.0,MELROSE INDUSTRIES PLC,OTC,7.473,7.22,7.473
BNTC,12.78,335480995.20087016,BENITEC BIOPHARMA INC,NASDAQ,12.78,13.78,12.78
ALFUU,10.8,378062500.0,CENTURION ACQUISITION CORP,NASDAQ,10.8,10.8,10.8
CCEC,24.23,2837445149.8566117,CAPITAL CLEAN ENERGY CARRIER,NASDAQ,24.23,24.2,24.23
TIPT,20.96,785936608.517096,TIPTREE INC,NASDAQ,20.96,21.28,20.96
SAH,88.25,2997057745.4836493,SONIC AUTOMOTIVE INC-CLASS A,NYSE,88.25,87.43,88.25
ALRM,54.77,2724369738.538326,ALARM.COM HOLDINGS INC,NASDAQ,54.77,56.22,54.77
CYTK,37.01,4420004372.999999,CYTOKINETICS INC,NASDAQ,37.01,36.04,37.01
BBW,49.79,657655788.1243191,BUILD-A-BEAR WORKSHOP INC,NYSE,49.79,51.33,49.79
BFK,9.51,419690000.0,BLACKROCK MUNICIPAL INC TRST,NYSE,9.51,9.56,9.51
SLGN,54.99,5883555125.825411,SILGAN HOLDINGS INC,NYSE,54.99,55.34,54.99
OCINF,8.756,1592564245.0,OCI NV,OTC,8.756,8.756,8.756
SKT,32.04,3615896826.0,TANGER INC,NYSE,32.04,31.69,32.04
PGRE,6.6,1455654518.0,PARAMOUNT GROUP INC,NYSE,6.6,6.59,6.6
CODI.PRB,19.6,483767295.5887708,COMPASS DIVERSIF HOLDING - CODI 7 7/8 PERP,NYSE,19.6,19.4,19.6
FBIZ,52.84,439567516.61653024,FIRST BUSINESS FINANCIAL SER,NASDAQ,52.84,53.53,52.84
DNA,9.98,584148103.944393,GINKGO BIOWORKS HOLDINGS INC,NYSE,9.98,10.39,9.98
GRP.U,52.27,4354510000.0,GRANITE REAL ESTATE INVESTME,NYSE,52.27,51.88,52.27
ETO,27.77,452480000.0,EATON VANCE T/A GLBL DVD OPP,NYSE,27.77,27.85,27.77
EMN,80.26,9266831496.311182,EASTMAN CHEMICAL CO,NYSE,80.26,80.26,80.26
KNX,47.29,7663344838.346123,KNIGHT-SWIFT TRANSPORTATION,NYSE,47.29,47.81,47.29
IPGP,74.15,3153945102.8338223,IPG PHOTONICS CORP,NASDAQ,74.15,74.27,74.15
PMT.PRA,23.7951,1143319478.0,PENNYMAC MTGE INVESTMENT - PMT 8 1/8 PERP,NYSE,23.7951,23.85,23.7951
JMPLY,50.65,3137384605.0,JOHNSON MATTHEY PLC-SPON ADR,OTC,50.65,50.46,50.65
GAINI,25.46,520588437.02760065,GLADSTONE INVESTMENT COR - GAIN 7 7/8 02/01/30,NASDAQ,25.46,25.4785,25.46
FBRT,10.94,1001136408.0,FRANKLIN BSP REALTY TRUST IN,NYSE,10.94,10.96,10.94
VTEX,6.16,1123687195.956044,VTEX -CLASS A,NYSE,6.16,6.33,6.16
TCYSF,28.565,572161329.0,TECSYS INC,OTC,28.565,28.565,28.565
PLXNF,22.0,3882409499.0,PLUXEE NV,OTC,22.0,22.0,22.0
AALBF,36.868,3695586773.0,AALBERTS NV,OTC,36.868,36.868,36.868
SON,46.27,4563516615.111679,SONOCO PRODUCTS CO,NYSE,46.27,46.53,46.27
NMCO,10.52,580900000.0,NUVEEN MUNICIPAL CREDIT OPP,NYSE,10.52,10.56,10.52
SAR,24.85,381050000.0,SARATOGA INVESTMENT CORP,NYSE,24.85,24.57,24.85
AVNBF,26.231,611881557.0,AVON TECHNOLOGIES PLC,OTC,26.231,26.231,26.231
ARMN,7.05,1700855092.0,ARIS MINING CORP,AMEX,7.05,7.11,7.05
UPBD,26.22,1516185531.2168405,UPBOUND GROUP INC,NASDAQ,26.22,26.52,26.22
TNL,57.26,3802956986.960097,TRAVEL + LEISURE CO,NYSE,57.26,57.8,57.26
FUL,63.23,3412136398.112082,H.B. FULLER CO.,NYSE,63.23,63.09,63.23
TACH,10.07,347415000.0,TITAN ACQUISITION CORP-CL A,NASDAQ,10.07,10.08,10.07
ATH.PRD,17.14,5062530000.0,ATHENE HOLDING LTD - ATH 4 7/8 PERP,NYSE,17.14,17.17,17.14
EVT,24.26,1803190000.0,EATON VANCE TAX-ADV DVD INC,NYSE,24.26,24.38,24.26
MLKN,20.74,1405063274.98115,MILLERKNOLL INC,NASDAQ,20.74,20.93,20.74
BAND,15.73,468170659.0,BANDWIDTH INC-CLASS A,NASDAQ,15.73,16.0,15.73
GIG,10.355,345166663.21500003,GIGCAPITAL7 CORP-A,NASDAQ,10.355,10.355,10.355
RANJY,24.28,7607147723.0,RANDSTAD NV-UNSP ADR,OTC,24.28,24.1425,24.28
HTGC,18.94,3322570903.0085387,HERCULES CAPITAL INC,NYSE,18.94,18.7,18.94
BSRTF,13.19,715127736.58208,BSR REAL ESTATE INVESTMENT T,OTC,13.19,13.11,13.19
ANIP,64.96,1407159177.212708,ANI PHARMACEUTICALS INC,NASDAQ,64.96,65.55,64.96
YORW,31.81,458072802.31387764,YORK WATER CO,NASDAQ,31.81,31.97,31.81
SNDVF,13.38,6443728425.0,SCANDINAVIAN TOBACCO GROUP A,OTC,13.38,13.38,13.38
BFH,61.24,2850671789.2691817,BREAD FINANCIAL HOLDINGS INC,NYSE,61.24,61.95,61.24
NML,8.75,500300000.0,NEUBERGER BERMAN ENERGY INFR,AMEX,8.75,8.77,8.75
TWFG,32.69,487214473.27000004,TWFG INC,NASDAQ,32.69,33.72,32.69
FLG,11.27,4677950526.058413,FLAGSTAR FINANCIAL INC,NYSE,11.27,11.425,11.27
SKY,66.59,3814445360.811468,CHAMPION HOMES INC,NYSE,66.59,66.65,66.59
FMCKP,19.6,4771437391.6751,Federal Home Loan Mortgage Corporation,OTC,19.6,19.6,19.6
TSSI,20.505,513045318.50392675,TSS INC,NASDAQ,20.505,22.45,20.505
AA,31.09,8049273789.20399,ALCOA CORP,NYSE,31.09,31.27,31.09
TPH,34.09,3090942865.4135933,TRI POINTE HOMES INC,NYSE,34.09,33.88,34.09
GENSF,26.01,1441940652.0,GENUS PLC,OTC,26.01,26.01,26.01
PRG,29.97,1209409723.0183127,PROG HOLDINGS INC,NYSE,29.97,30.26,29.97
XPRO,9.49,1095059530.9278998,EXPRO GROUP HOLDINGS NV,NYSE,9.49,9.41,9.49
KRP,14.17,1734118389.1691544,KIMBELL ROYALTY PARTNERS LP,NYSE,14.17,14.06,14.17
RYET,20.22,682425080.88,RUANYUN EDAI TECHNOLOGY INC,NASDAQ,20.22,15.19,20.22
KOP,34.03,680942647.3714945,KOPPERS HOLDINGS INC,NYSE,34.03,34.05,34.03
AOD,8.99,944660000.0,ABRDN TOTAL DYNAMIC DIVIDEND,NYSE,8.99,8.98,8.99
EBF,18.2,469471929.2594566,ENNIS INC,NYSE,18.2,18.35,18.2
FFA,20.73,414350000.0,FIRST TRUST ENHAN EQTY INC,NYSE,20.73,20.71,20.73
PD,14.87,1370626953.2629583,PAGERDUTY INC,NYSE,14.87,15.71,14.87
MNTN,23.18,1784239540.9400003,MNTN INC-A,NYSE,23.18,22.01,23.18
FCXXF,13.29,3869610000.0,FIRST CAPITAL REAL ESTATE IN,OTC,13.29,13.035,13.29
WSFS,58.23,3306124204.042673,WSFS FINANCIAL CORP,NASDAQ,58.23,57.77,58.23
LW,51.32,7242053555.873102,LAMB WESTON HOLDINGS INC,NYSE,51.32,50.85,51.32
RUM,8.95,3888090602.1612897,RUMBLE INC,NASDAQ,8.95,9.2,8.95
ETJ,8.99,604370000.0,EATON VANCE RSK-MGD DIVERS,NYSE,8.99,8.99,8.99
MNODF,15.65,5330495868.0,MONDI PLC,OTC,15.65,15.65,15.65
FNNCF,7.12,603490000.0,FINANCIAL 15 SPLIT CORP-A,OTC,7.12,7.12,7.12
OCUL,11.03,1757075991.637184,OCULAR THERAPEUTIX INC,NASDAQ,11.03,10.85,11.03
COUR,8.09,1305726010.657485,COURSERA INC,NYSE,8.09,8.27,8.09
ACHC,24.36,2244095911.9222355,ACADIA HEALTHCARE CO INC,NASDAQ,24.36,24.43,24.36
LITE,92.99,6453506333.32628,LUMENTUM HOLDINGS INC,NASDAQ,92.99,92.19,92.99
WFRD,58.15,4219139815.2445416,WEATHERFORD INTERNATIONAL PL,NASDAQ,58.15,56.85,58.15
CVI,32.23,3240101454.2554626,CVR ENERGY INC,NYSE,32.23,32.2,32.23
LDP,21.25,619100000.0,COHEN & STEERS LIMITED DURAT,NYSE,21.25,21.29,21.25
STC,60.49,1688845362.6908789,STEWART INFORMATION SERVICES,NYSE,60.49,60.11,60.49
BNL,16.03,3029064894.0,BROADSTONE NET LEASE INC,NYSE,16.03,15.88,16.03
LFMDP,23.15,511740035.312709,LIFEMD INC - LFMD 8 7/8 PERP,NASDAQ,23.15,22.7,23.15
TBCRF,5.56,632234587.0,TIMBERCREEK FINANCIAL CORP,OTC,5.56,5.56,5.56
TBPH,11.3,565015045.9598603,THERAVANCE BIOPHARMA INC,NASDAQ,11.3,11.41,11.3
TSRUF,7.05,331692461.0,PACIFIC CURRENT GROUP LTD,OTC,7.05,7.05,7.05
PHIG,28.0,680682379.9999999,PHI GROUP INC/DE,OTC,28.0,28.0,28.0
NHI,71.2,3319452984.0,NATL HEALTH INVESTORS INC,NYSE,71.2,70.59,71.2
CLBT,14.59,3493868208.042034,CELLEBRITE DI LTD,NASDAQ,14.59,14.72,14.59
ANG.PRD,25.8916,407990000.0,AMERICAN NATIONAL GROUP - ANGINC 7 3/8 PERP,NYSE,25.8916,26.075,25.8916
MBAVU,12.25,395671875.0,M3-BRIGADE ACQUISITION V COR,NASDAQ,12.25,11.99,12.25
WEYS,32.81,314276800.7100505,WEYCO GROUP INC,NASDAQ,32.81,33.6,32.81
CLMT,16.78,1453508152.479856,CALUMET INC,NASDAQ,16.78,16.65,16.78
NBN,95.64,762986264.2856553,NORTHEAST BANK,NASDAQ,95.64,96.53,95.64
COCO,37.06,2102546030.1597204,VITA COCO CO INC/THE,NASDAQ,37.06,37.16,37.06
OXM,46.92,700769377.6646266,OXFORD INDUSTRIES INC,NYSE,46.92,48.47,46.92
MAMA,8.81,331349955.8845291,MAMA'S CREATIONS INC,NASDAQ,8.81,8.91,8.81
TBBB,24.57,2819820547.3960047,BBB FOODS INC-CLASS A,NYSE,24.57,25.5,24.57
PYTCY,36.0,1138027686.0,PLAYTECH PLC-UNSP ADR,OTC,36.0,36.0,36.0
INN.PRF,17.51,713820295.0,SUMMIT HOTEL PROPERTIES - INN 5 7/8 PERP,NYSE,17.51,17.75,17.51
BOX,32.4,4691908061.463414,BOX INC - CLASS A,NYSE,32.4,33.02,32.4
BMRRY,14.02,2655108905.0,B&M EUROPEAN VALUE-UNSP ADR,OTC,14.02,14.063,14.02
AAON,76.83,6251360544.268159,AAON INC,NASDAQ,76.83,79.41,76.83
WTBDY,10.16,5366082863.0,WHITBREAD PLC-SPON ADR,OTC,10.16,10.1501,10.16
MBIN,34.92,1602189182.25,MERCHANTS BANCORP/IN,NASDAQ,34.92,35.61,34.92
NEXN,9.74,470980000.0,NEXXEN INTERNATIONAL LTD,NASDAQ,9.74,10.25,9.74
SYBT,78.84,2323329226.5311637,STOCK YARDS BANCORP INC,NASDAQ,78.84,79.26,78.84
FAF,58.14,5982606056.526427,FIRST AMERICAN FINANCIAL,NYSE,58.14,56.29,58.14
AVXL,11.11,948481269.399821,ANAVEX LIFE SCIENCES CORP,NASDAQ,11.11,11.18,11.11
LXFR,12.27,334194021.2345277,LUXFER HOLDINGS PLC,NYSE,12.27,12.23,12.27
CELJF,6.92,4823113317.0,CELLCOM ISRAEL LTD,OTC,6.92,6.92,6.92
RTAC,11.78,367079972.64,RENATUS TACTICAL ACQUISITI-A,NASDAQ,11.78,11.64,11.78
COLL,32.52,1045264111.4327273,COLLEGIUM PHARMACEUTICAL INC,NASDAQ,32.52,32.83,32.52
BCNAF,14.59,1163245631.0,BARCO N.V.,OTC,14.59,14.59,14.59
TRML,17.98,461878865.63845706,TOURMALINE BIO INC,NASDAQ,17.98,17.26,17.98
IOSP,88.26,2202969343.085535,INNOSPEC INC,NASDAQ,88.26,88.46,88.26
LWSCF,13.75,1741103529.0,SIENNA SENIOR LIVING INC,OTC,13.75,13.78,13.75
HRUFF,8.89,3285690000.0,H&R REAL ESTATE INV-REIT UTS,OTC,8.89,8.85,8.89
UFCS,27.12,690227614.4122137,UNITED FIRE GROUP INC,NASDAQ,27.12,27.22,27.12
UMICF,17.15,3420994096.0,UMICORE,OTC,17.15,17.15,17.15
FIGS,6.0,975306741.2337661,FIGS INC-CLASS A,NYSE,6.0,6.1,6.0
LKHLY,12.88,9887030981.0,LONKING HOLDINGS LTD-UNS ADR,OTC,12.88,12.88,12.88
ALGT,54.52,995248622.4454685,ALLEGIANT TRAVEL CO,NASDAQ,54.52,57.36,54.52
HROWM,26.53,1281915471.3490593,HARROW INC - HROW 11 7/8 12/31/27,NASDAQ,26.53,26.5,26.53
CVAC,5.46,1229443143.368807,CUREVAC NV,NASDAQ,5.46,5.43,5.46
WD,75.71,2572742032.6108556,WALKER & DUNLOP INC,NYSE,75.71,74.91,75.71
AAPI,5.83,1281349418.3600001,APPLE ISPORT GROUP INC,OTC,5.83,6.0,5.83
ELNRF,26.39,1892595652.0,ELECNOR  SA,OTC,26.39,26.39,26.39
CION,9.83,516976236.2890705,CION INVESTMENT CORP,NYSE,9.83,9.75,9.83
RNST,38.52,3659801898.6288075,RENASANT CORP,NYSE,38.52,38.5,38.52
HRVFF,58.73,932490289.0,HARVIA OYJ,OTC,58.73,58.73,58.73
BDGIF,36.46,1700170582.0,BADGER INFRASTRUCTURE SOLUTI,OTC,36.46,35.82,36.46
EPR.PRG,21.76,4547374640.0,EPR PROPERTIES - EPR 5 3/4 PERP,NYSE,21.76,21.71,21.76
RZLT,5.26,456645348.04952383,REZOLUTE INC,NASDAQ,5.26,5.19,5.26
CADNF,6.87,948780616.0,CASCADES INC,OTC,6.87,6.79,6.87
MFICL,25.4897,1190550000.0,MIDCAP FINANCIAL INVEST - MFIC 8 12/15/28,NASDAQ,25.4897,25.53,25.4897
